,date,HH,hab,district,location,device_type,variable,mean_of_medians,qa_flag,da_flag
105426,2022-12-31,15045D,TRN,KK,Outdoor,Aerogram,pm2.5,39.666666666666664,0.0,0.0
105428,2022-12-31,15045D,TRN,KK,Outdoor,Aerogram,temp,24.80943297916666,0.0,0.0
105435,2022-12-31,15049D,TRN,KK,Outdoor,Aerogram,pm2.5,46.9375,0.0,0.0
105441,2023-01-01,03001D,PLN,NP,Outdoor,Atmos,pm2.5,27.291666666666668,0.0,0.0
105443,2023-01-01,03001D,PLN,NP,Outdoor,Atmos,temp,28.660416666666666,0.0,0.0
105449,2023-01-01,03048D,PLN,NP,Outdoor,Atmos,pm2.5,37.5,0.0,1.0
105452,2023-01-01,03048D,PLN,NP,Outdoor,Atmos,rh,98.77000000000001,5.0,5.0
105453,2023-01-01,03048D,PLN,NP,Outdoor,Atmos,temp,26.890000000000004,0.0,1.0
105458,2023-01-01,03059D,PLN,NP,Outdoor,Atmos,pm2.5,58.916666666666664,0.0,0.0
105460,2023-01-01,03059D,PLN,NP,Outdoor,Atmos,temp,28.625,0.0,0.0
105466,2023-01-01,03075D,PLN,NP,Outdoor,Atmos,pm2.5,36.666666666666664,0.0,3.0
105469,2023-01-01,03075D,PLN,NP,Outdoor,Atmos,rh,97.5,2.0,3.0
105470,2023-01-01,03075D,PLN,NP,Outdoor,Atmos,temp,25.783333333333335,0.0,3.0
105475,2023-01-01,03078D,PLN,NP,Outdoor,Atmos,pm2.5,27.020833333333332,0.0,0.0
105477,2023-01-01,03078D,PLN,NP,Outdoor,Atmos,temp,30.104166666666668,0.0,0.0
105482,2023-01-01,04012D,NNG,NP,Outdoor,Atmos,pm2.5,33.083333333333336,0.0,0.0
105484,2023-01-01,04012D,NNG,NP,Outdoor,Atmos,temp,29.100000000000005,0.0,0.0
105489,2023-01-01,04015D,NNG,NP,Outdoor,Atmos,pm2.5,26.5625,0.0,2.0
105491,2023-01-01,04015D,NNG,NP,Outdoor,Atmos,rh,74.10416666666667,1.0,2.0
105492,2023-01-01,04015D,NNG,NP,Outdoor,Atmos,temp,29.160416666666666,0.0,2.0
105497,2023-01-01,04026D,NNG,NP,Outdoor,Atmos,pm2.5,35.291666666666664,0.0,0.0
105499,2023-01-01,04026D,NNG,NP,Outdoor,Atmos,rh,74.7625,0.0,0.0
105500,2023-01-01,04026D,NNG,NP,Outdoor,Atmos,temp,28.731250000000003,0.0,0.0
105505,2023-01-01,04040D,NNG,NP,Outdoor,Atmos,pm2.5,12.625,0.0,0.0
105507,2023-01-01,04040D,NNG,NP,Outdoor,Atmos,rh,73.02708333333334,0.0,0.0
105508,2023-01-01,04040D,NNG,NP,Outdoor,Atmos,temp,29.65625,0.0,0.0
105511,2023-01-01,04051D,NNG,NP,Outdoor,Atmos,rh,66.01041666666667,0.0,0.0
105512,2023-01-01,04051D,NNG,NP,Outdoor,Atmos,temp,30.950000000000003,0.0,0.0
105517,2023-01-01,04056D,NNG,NP,Outdoor,Atmos,pm2.5,25.4375,0.0,0.0
105519,2023-01-01,04056D,NNG,NP,Outdoor,Atmos,rh,76.95208333333333,0.0,0.0
105520,2023-01-01,04056D,NNG,NP,Outdoor,Atmos,temp,29.52291666666667,0.0,0.0
105525,2023-01-01,05003D,KLK,NP,Outdoor,Atmos,pm2.5,10.520833333333334,0.0,0.0
105527,2023-01-01,05003D,KLK,NP,Outdoor,Atmos,rh,70.31666666666668,5.0,4.0
105528,2023-01-01,05003D,KLK,NP,Outdoor,Atmos,temp,29.92916666666667,0.0,0.0
105533,2023-01-01,05005D,KLK,NP,Outdoor,Atmos,pm2.5,49.12,0.0,1.0
105535,2023-01-01,05005D,KLK,NP,Outdoor,Atmos,rh,72.406,0.0,1.0
105536,2023-01-01,05005D,KLK,NP,Outdoor,Atmos,temp,28.81,0.0,1.0
105541,2023-01-01,05011D,KLK,NP,Outdoor,Atmos,pm2.5,10.0625,0.0,0.0
105543,2023-01-01,05011D,KLK,NP,Outdoor,Atmos,temp,30.1875,0.0,0.0
105548,2023-01-01,05022D,KLK,NP,Outdoor,Atmos,pm2.5,31.729166666666668,0.0,0.0
105550,2023-01-01,05022D,KLK,NP,Outdoor,Atmos,temp,29.587500000000002,0.0,0.0
105555,2023-01-01,05024D,KLK,NP,Outdoor,Atmos,pm2.5,37.166666666666664,0.0,0.0
105557,2023-01-01,05024D,KLK,NP,Outdoor,Atmos,rh,77.42291666666667,1.0,0.0
105558,2023-01-01,05024D,KLK,NP,Outdoor,Atmos,temp,28.733333333333334,0.0,0.0
105561,2023-01-01,05041D,KLK,NP,Outdoor,Atmos,temp,29.845833333333335,0.0,0.0
105566,2023-01-01,05043D,KLK,NP,Outdoor,Atmos,pm2.5,29.166666666666668,0.0,0.0
105568,2023-01-01,05043D,KLK,NP,Outdoor,Atmos,temp,29.4875,0.0,0.0
105573,2023-01-01,05053D,KLK,NP,Outdoor,Atmos,pm2.5,12.666666666666666,0.0,0.0
105575,2023-01-01,05053D,KLK,NP,Outdoor,Atmos,temp,31.09375,0.0,0.0
105580,2023-01-01,05057D,KLK,NP,Outdoor,Atmos,pm2.5,33.270833333333336,0.0,0.0
105582,2023-01-01,05057D,KLK,NP,Outdoor,Atmos,temp,28.83541666666667,0.0,0.0
105589,2023-01-01,12007D,MLV,KK,Outdoor,Aerogram,pm2.5,55.541666666666664,0.0,0.0
105591,2023-01-01,12007D,MLV,KK,Outdoor,Aerogram,rh,67.38434458333333,0.0,0.0
105592,2023-01-01,12007D,MLV,KK,Outdoor,Aerogram,temp,23.024877083333333,0.0,0.0
105599,2023-01-01,12011D,MLV,KK,Outdoor,Aerogram,pm2.5,90.75,0.0,0.0
105601,2023-01-01,12011D,MLV,KK,Outdoor,Aerogram,temp,25.226845458333333,0.0,0.0
105608,2023-01-01,12022D,MLV,KK,Outdoor,Aerogram,pm2.5,78.3125,0.0,0.0
105610,2023-01-01,12022D,MLV,KK,Outdoor,Aerogram,rh,60.14460814583333,0.0,0.0
105611,2023-01-01,12022D,MLV,KK,Outdoor,Aerogram,temp,26.124485875,0.0,0.0
105618,2023-01-01,12024D,MLV,KK,Outdoor,Aerogram,pm2.5,44.041666666666664,0.0,0.0
105620,2023-01-01,12024D,MLV,KK,Outdoor,Aerogram,rh,67.60982891666667,0.0,0.0
105621,2023-01-01,12024D,MLV,KK,Outdoor,Aerogram,temp,23.008119374999996,0.0,0.0
105628,2023-01-01,12026D,MLV,KK,Outdoor,Aerogram,pm2.5,80.80434782608695,1.0,3.0
105630,2023-01-01,12026D,MLV,KK,Outdoor,Aerogram,rh,64.32170504347826,0.0,3.0
105631,2023-01-01,12026D,MLV,KK,Outdoor,Aerogram,temp,25.015906695652173,0.0,3.0
105638,2023-01-01,12028D,MLV,KK,Outdoor,Aerogram,pm2.5,64.16666666666667,0.0,0.0
105640,2023-01-01,12028D,MLV,KK,Outdoor,Aerogram,temp,26.193110208333334,0.0,0.0
105647,2023-01-01,12031D,MLV,KK,Outdoor,Aerogram,pm2.5,42.833333333333336,0.0,0.0
105649,2023-01-01,12031D,MLV,KK,Outdoor,Aerogram,temp,23.635844375,0.0,0.0
105656,2023-01-01,12040D,MLV,KK,Outdoor,Aerogram,pm2.5,48.166666666666664,1.0,0.0
105664,2023-01-01,12042D,MLV,KK,Outdoor,Aerogram,pm2.5,58.375,0.0,0.0
105666,2023-01-01,12042D,MLV,KK,Outdoor,Aerogram,rh,65.10375172916666,0.0,0.0
105667,2023-01-01,12042D,MLV,KK,Outdoor,Aerogram,temp,23.165783583333333,0.0,0.0
105674,2023-01-01,14001D,KDR,KK,Outdoor,Aerogram,pm2.5,87.6875,0.0,0.0
105682,2023-01-01,14018D,KDR,KK,Outdoor,Aerogram,pm2.5,73.375,0.0,0.0
105684,2023-01-01,14018D,KDR,KK,Outdoor,Aerogram,temp,23.40776875,2.0,2.0
105691,2023-01-01,14023D,KDR,KK,Outdoor,Aerogram,pm2.5,89.58333333333333,0.0,0.0
105693,2023-01-01,14023D,KDR,KK,Outdoor,Aerogram,rh,56.17519447916666,0.0,0.0
105694,2023-01-01,14023D,KDR,KK,Outdoor,Aerogram,temp,27.27084264583333,0.0,0.0
105701,2023-01-01,14037D,KDR,KK,Outdoor,Aerogram,pm2.5,58.291666666666664,0.0,0.0
105703,2023-01-01,14037D,KDR,KK,Outdoor,Aerogram,rh,64.302863875,0.0,0.0
105704,2023-01-01,14037D,KDR,KK,Outdoor,Aerogram,temp,24.914002291666666,0.0,0.0
105711,2023-01-01,14042D,KDR,KK,Outdoor,Aerogram,pm2.5,47.333333333333336,0.0,3.0
105713,2023-01-01,14042D,KDR,KK,Outdoor,Aerogram,rh,51.79078638888888,0.0,3.0
105714,2023-01-01,14042D,KDR,KK,Outdoor,Aerogram,temp,28.333232111111112,0.0,3.0
105721,2023-01-01,14043D,KDR,KK,Outdoor,Aerogram,pm2.5,45.791666666666664,0.0,2.0
105723,2023-01-01,14043D,KDR,KK,Outdoor,Aerogram,rh,60.63642720833334,0.0,2.0
105724,2023-01-01,14043D,KDR,KK,Outdoor,Aerogram,temp,25.417965020833332,0.0,2.0
105731,2023-01-01,14050D,KDR,KK,Outdoor,Aerogram,pm2.5,66.97916666666667,0.0,0.0
105733,2023-01-01,14050D,KDR,KK,Outdoor,Aerogram,rh,60.490491145833325,0.0,0.0
105734,2023-01-01,14050D,KDR,KK,Outdoor,Aerogram,temp,25.379315166666668,0.0,0.0
105741,2023-01-01,15007D,TRN,KK,Outdoor,Aerogram,pm2.5,47.625,0.0,2.0
105743,2023-01-01,15007D,TRN,KK,Outdoor,Aerogram,rh,75.800401125,0.0,2.0
105744,2023-01-01,15007D,TRN,KK,Outdoor,Aerogram,temp,20.863407249999998,0.0,2.0
105751,2023-01-01,15016D,TRN,KK,Outdoor,Aerogram,pm2.5,61.708333333333336,1.0,0.0
105753,2023-01-01,15016D,TRN,KK,Outdoor,Aerogram,temp,25.171432666666664,0.0,0.0
105760,2023-01-01,15021D,TRN,KK,Outdoor,Aerogram,pm2.5,67.07142857142857,0.0,1.0
105762,2023-01-01,15021D,TRN,KK,Outdoor,Aerogram,rh,70.73304428571429,0.0,1.0
105763,2023-01-01,15021D,TRN,KK,Outdoor,Aerogram,temp,24.180406714285713,0.0,1.0
105770,2023-01-01,15022D,TRN,KK,Outdoor,Aerogram,pm2.5,53.6875,0.0,0.0
105772,2023-01-01,15022D,TRN,KK,Outdoor,Aerogram,temp,25.344626291666668,0.0,0.0
105779,2023-01-01,15024D,TRN,KK,Outdoor,Aerogram,pm2.5,49.541666666666664,1.0,1.0
105781,2023-01-01,15024D,TRN,KK,Outdoor,Aerogram,temp,24.73539025,0.0,1.0
105788,2023-01-01,15030D,TRN,KK,Outdoor,Aerogram,pm2.5,44.63636363636363,0.0,2.0
105790,2023-01-01,15030D,TRN,KK,Outdoor,Aerogram,temp,24.955503636363634,0.0,2.0
105797,2023-01-01,15045D,TRN,KK,Outdoor,Aerogram,pm2.5,40.458333333333336,0.0,0.0
105799,2023-01-01,15045D,TRN,KK,Outdoor,Aerogram,temp,25.12127025,0.0,0.0
105806,2023-01-01,15049D,TRN,KK,Outdoor,Aerogram,pm2.5,47.125,0.0,0.0
105812,2023-01-02,03046D,PLN,NP,Outdoor,Atmos,pm2.5,14.875,0.0,1.0
105814,2023-01-02,03046D,PLN,NP,Outdoor,Atmos,temp,29.053125,0.0,1.0
105820,2023-01-02,03048D,PLN,NP,Outdoor,Atmos,pm2.5,35.0,0.0,1.0
105823,2023-01-02,03048D,PLN,NP,Outdoor,Atmos,rh,100.0,1.0,1.0
105824,2023-01-02,03048D,PLN,NP,Outdoor,Atmos,temp,26.1,0.0,1.0
105829,2023-01-02,03062D,PLN,NP,Outdoor,Atmos,pm2.5,38.03125,0.0,1.0
105831,2023-01-02,03062D,PLN,NP,Outdoor,Atmos,temp,28.871875000000003,0.0,1.0
105836,2023-01-02,03074D,PLN,NP,Outdoor,Atmos,pm2.5,38.57142857142857,0.0,1.0
105838,2023-01-02,03074D,PLN,NP,Outdoor,Atmos,temp,24.114285714285717,0.0,1.0
105844,2023-01-02,04016D,NNG,NP,Outdoor,Atmos,pm2.5,32.0,0.0,1.0
105847,2023-01-02,04016D,NNG,NP,Outdoor,Atmos,rh,77.67,0.0,1.0
105848,2023-01-02,04016D,NNG,NP,Outdoor,Atmos,temp,26.43,0.0,1.0
105853,2023-01-02,04043D,NNG,NP,Outdoor,Atmos,pm2.5,40.52173913043478,0.0,1.0
105855,2023-01-02,04043D,NNG,NP,Outdoor,Atmos,rh,74.30869565217392,2.0,3.0
105856,2023-01-02,04043D,NNG,NP,Outdoor,Atmos,temp,28.98478260869565,0.0,1.0
105862,2023-01-02,04050D,NNG,NP,Outdoor,Atmos,pm2.5,36.0,0.0,1.0
105865,2023-01-02,04050D,NNG,NP,Outdoor,Atmos,rh,91.2,0.0,1.0
105866,2023-01-02,04050D,NNG,NP,Outdoor,Atmos,temp,26.900000000000002,0.0,1.0
105871,2023-01-02,05005D,KLK,NP,Outdoor,Atmos,pm2.5,50.6875,0.0,0.0
105873,2023-01-02,05005D,KLK,NP,Outdoor,Atmos,rh,75.29166666666667,2.0,0.0
105874,2023-01-02,05005D,KLK,NP,Outdoor,Atmos,temp,28.83541666666667,0.0,0.0
105881,2023-01-02,12007D,MLV,KK,Outdoor,Aerogram,pm2.5,54.958333333333336,0.0,0.0
105883,2023-01-02,12007D,MLV,KK,Outdoor,Aerogram,rh,73.70154285416666,0.0,0.0
105884,2023-01-02,12007D,MLV,KK,Outdoor,Aerogram,temp,22.40000064583333,0.0,0.0
105891,2023-01-02,12011D,MLV,KK,Outdoor,Aerogram,pm2.5,61.625,0.0,0.0
105893,2023-01-02,12011D,MLV,KK,Outdoor,Aerogram,temp,24.188997062499997,0.0,0.0
105900,2023-01-02,12022D,MLV,KK,Outdoor,Aerogram,pm2.5,47.270833333333336,0.0,0.0
105902,2023-01-02,12022D,MLV,KK,Outdoor,Aerogram,rh,66.22155454166666,0.0,0.0
105903,2023-01-02,12022D,MLV,KK,Outdoor,Aerogram,temp,24.81605177083333,0.0,0.0
105910,2023-01-02,12024D,MLV,KK,Outdoor,Aerogram,pm2.5,47.479166666666664,0.0,0.0
105912,2023-01-02,12024D,MLV,KK,Outdoor,Aerogram,rh,73.522132875,0.0,0.0
105913,2023-01-02,12024D,MLV,KK,Outdoor,Aerogram,temp,22.362965374999998,0.0,0.0
105920,2023-01-02,12026D,MLV,KK,Outdoor,Aerogram,pm2.5,75.33333333333333,0.0,0.0
105922,2023-01-02,12026D,MLV,KK,Outdoor,Aerogram,rh,69.01176991666667,0.0,0.0
105923,2023-01-02,12026D,MLV,KK,Outdoor,Aerogram,temp,24.586998416666663,0.0,0.0
105930,2023-01-02,12028D,MLV,KK,Outdoor,Aerogram,pm2.5,58.479166666666664,0.0,0.0
105932,2023-01-02,12028D,MLV,KK,Outdoor,Aerogram,temp,25.188526395833332,0.0,0.0
105939,2023-01-02,12031D,MLV,KK,Outdoor,Aerogram,pm2.5,44.354166666666664,0.0,0.0
105941,2023-01-02,12031D,MLV,KK,Outdoor,Aerogram,temp,22.298447166666666,0.0,0.0
105948,2023-01-02,12036D,MLV,KK,Outdoor,Aerogram,pm2.5,52.470588235294116,0.0,1.0
105950,2023-01-02,12036D,MLV,KK,Outdoor,Aerogram,rh,66.31995632352941,1.0,1.0
